iData,ROI,Hemisphere,contrast,mean_activation,z_score,is_outlier,count,BF10,BF01
24,M1,L,"S[""AS, right""] - S[""SS""]",-0.79192537897163,-0.730009463563285,FALSE,29,0.31996046994502797,3.1253860833865157
25,M1,L,"S[""AS, right""] - S[""SS""]",0.621127222147253,0.21618292793243754,FALSE,29,0.31996046994502797,3.1253860833865157
26,M1,L,"S[""AS, right""] - S[""SS""]",0.467909134096569,0.11358675491079219,FALSE,29,0.31996046994502797,3.1253860833865157
27,M1,L,"S[""AS, right""] - S[""SS""]",0.734024212592178,0.2917797410285454,FALSE,29,0.31996046994502797,3.1253860833865157
28,M1,L,"S[""AS, right""] - S[""SS""]",-0.748077557732662,-0.7006485786202018,FALSE,29,0.31996046994502797,3.1253860833865157
29,M1,L,"S[""AS, right""] - S[""SS""]",1.43150241507424,0.7588172510972292,FALSE,29,0.31996046994502797,3.1253860833865157
30,M1,L,"S[""AS, right""] - S[""SS""]",-0.311492556085189,-0.40830743967541594,FALSE,29,0.31996046994502797,3.1253860833865157
1,PMd,L,"S[""AS, right""] - S[""SS""]",1.04619045899465,-0.44512592701059545,FALSE,29,143279.90615253034,6.9793457216215515e-6
2,PMd,L,"S[""AS, right""] - S[""SS""]",1.20980218673746,-0.37928942209398636,FALSE,29,143279.90615253034,6.9793457216215515e-6
3,PMd,L,"S[""AS, right""] - S[""SS""]",0.824901506304741,-0.5341714460742538,FALSE,29,143279.90615253034,6.9793457216215515e-6
4,PMd,L,"S[""AS, right""] - S[""SS""]",8.24814452727636,2.4529027838099724,FALSE,29,143279.90615253034,6.9793457216215515e-6
5,PMd,L,"S[""AS, right""] - S[""SS""]",6.08752882003784,1.58348230524796,FALSE,29,143279.90615253034,6.9793457216215515e-6
7,PMd,L,"S[""AS, right""] - S[""SS""]",2.57913232766665,0.1717218764203853,FALSE,29,143279.90615253034,6.9793457216215515e-6
8,PMd,L,"S[""AS, right""] - S[""SS""]",2.40940279265245,0.10342359780296387,FALSE,29,143279.90615253034,6.9793457216215515e-6
9,PMd,L,"S[""AS, right""] - S[""SS""]",2.58247415781021,0.17306661142020657,FALSE,29,143279.90615253034,6.9793457216215515e-6
10,PMd,L,"S[""AS, right""] - S[""SS""]",2.21486243376365,0.025141573212436197,FALSE,29,143279.90615253034,6.9793457216215515e-6
11,PMd,L,"S[""AS, right""] - S[""SS""]",3.11505177387824,0.3873730631793143,FALSE,29,143279.90615253034,6.9793457216215515e-6
12,PMd,L,"S[""AS, right""] - S[""SS""]",1.18006761715962,-0.39125445762788164,FALSE,29,143279.90615253034,6.9793457216215515e-6
